유도탄 SN,일시,온도,습도,진동,위도,경도,분석값
A79051H0N338877,2022-05-13 1:00,13.4,82,0,36.6,128.2,0
A79051H0N338877,2022-05-13 2:00,12.9,83,0,36.6,128.2,0
A79051H0N338877,2022-05-13 3:00,12.3,86,0,36.6,128.2,0
A79051H0N338877,2022-05-13 4:00,11.7,88,0,36.6,128.2,0
A79051H0N338877,2022-05-13 5:00,11.4,90,0,36.6,128.2,0
A79051H0N338877,2022-05-13 6:00,11.3,90,0,36.6,128.2,0
A79051H0N338877,2022-05-13 7:00,13.3,82,0,36.6,128.2,0
A79051H0N338877,2022-05-13 8:00,16,70,0,36.6,128.2,0
A79051H0N338877,2022-05-13 9:00,18.3,61,0,36.6,128.2,0
A79051H0N338877,2022-05-13 10:00,21,53,0,36.6,128.2,0
A79051H0N338877,2022-05-13 11:00,22.8,47,0,36.6,128.2,0
A79051H0N338877,2022-05-13 12:00,24.7,44,0,36.6,128.2,0
A79051H0N338877,2022-05-13 13:00,26.1,38,0,36.6,128.2,0
A79051H0N338877,2022-05-13 14:00,27.9,38,0,36.6,128.2,0
A79051H0N338877,2022-05-13 15:00,28.3,36,0,36.6,128.2,0
A79051H0N338877,2022-05-13 16:00,28.5,37,0,36.6,128.2,0
A79051H0N338877,2022-05-13 17:00,28.8,35,0,36.6,128.2,0
A79051H0N338877,2022-05-13 18:00,27.2,45,0,36.6,128.2,0
A79051H0N338877,2022-05-13 19:00,24.2,56,0,36.6,128.2,0
A79051H0N338877,2022-05-13 20:00,21.8,65,0,36.6,128.2,0
A79051H0N338877,2022-05-13 21:00,22.4,59,0,36.6,128.2,0
A79051H0N338877,2022-05-13 22:00,20,71,0,36.6,128.2,0
A79051H0N338877,2022-05-13 23:00,18.8,76,0,36.6,128.2,0
A79051H0N338877,2022-05-14 0:00,17.8,81,0,36.6,128.2,0
A79051H0N338877,2022-05-14 1:00,17,86,0,36.6,128.2,0
A79051H0N338877,2022-05-14 2:00,16.6,89,0,36.6,128.2,0
A79051H0N338877,2022-05-14 3:00,16.2,92,0,36.6,128.2,0
A79051H0N338877,2022-05-14 4:00,15.8,94,0,36.6,128.2,0
A79051H0N338877,2022-05-14 5:00,15.6,95,0,36.6,128.2,0
A79051H0N338877,2022-05-14 6:00,15.6,95,0,36.6,128.2,0
A79051H0N338877,2022-05-14 7:00,17.2,87,0,36.6,128.2,0
A79051H0N338877,2022-05-14 8:00,19.1,78,0,36.6,128.2,0
A79051H0N338877,2022-05-14 9:00,21.3,67,0,36.6,128.2,0
A79051H0N338877,2022-05-14 10:00,23.5,62,0,36.6,128.2,0
A79051H0N338877,2022-05-14 11:00,25.1,55,0,36.6,128.2,0
A79051H0N338877,2022-05-14 12:00,26.6,49,0,36.6,128.2,0
A79051H0N338877,2022-05-14 13:00,27.9,47,0,36.6,128.2,0
A79051H0N338877,2022-05-14 14:00,29.2,45,0,36.6,128.2,0
A79051H0N338877,2022-05-14 15:00,29.1,42,0,36.6,128.2,0
A79051H0N338877,2022-05-14 16:00,29.3,39,0,36.6,128.2,0
A79051H0N338877,2022-05-14 17:00,29.3,38,0,36.6,128.2,0
A79051H0N338877,2022-05-14 18:00,28,44,0,36.6,128.2,0
A79051H0N338877,2022-05-14 19:00,26.5,51,0,36.6,128.2,0
A79051H0N338877,2022-05-14 20:00,25.3,53,0,36.6,128.2,0
A79051H0N338877,2022-05-14 21:00,24.6,54,0,36.6,128.2,0
A79051H0N338877,2022-05-14 22:00,24,53,0,36.6,128.2,0
A79051H0N338877,2022-05-14 23:00,23.4,55,0,36.6,128.2,0
A79051H0N338877,2022-05-15 0:00,22.8,58,0,36.6,128.2,0
A79051H0N338877,2022-05-15 1:00,22,62,0,36.6,128.2,0
A79051H0N338877,2022-05-15 2:00,21.5,63,0,36.6,128.2,0
A79051H0N338877,2022-05-15 3:00,20.8,66,0,36.6,128.2,0
A79051H0N338877,2022-05-15 4:00,20.5,68,0,36.6,128.2,0
A79051H0N338877,2022-05-15 5:00,18.7,84,0,36.6,128.2,0
A79051H0N338877,2022-05-15 6:00,18.2,89,0,36.6,128.2,0
A79051H0N338877,2022-05-15 7:00,18.2,90,0,36.6,128.2,0
A79051H0N338877,2022-05-15 8:00,18.4,90,0,36.6,128.2,0
A79051H0N338877,2022-05-15 9:00,18.8,89,0,36.6,128.2,0
A79051H0N338877,2022-05-15 10:00,18.7,88,0,36.6,128.2,0
A79051H0N338877,2022-05-15 11:00,19.7,88,0,36.6,128.2,0
A79051H0N338877,2022-05-15 12:00,20.3,83,0,36.6,128.2,0
A79051H0N338877,2022-05-15 13:00,20.3,87,0,36.6,128.2,0
A79051H0N338877,2022-05-15 14:00,21.2,83,0,36.6,128.2,0
A79051H0N338877,2022-05-15 15:00,22.2,81,0,36.6,128.2,0
A79051H0N338877,2022-05-15 16:00,22.2,82,0,36.6,128.2,0
A79051H0N338877,2022-05-15 17:00,21.6,85,0,36.6,128.2,0
A79051H0N338877,2022-05-15 18:00,21.7,85,0,36.6,128.2,0
A79051H0N338877,2022-05-15 19:00,21.6,86,0,36.6,128.2,0
A79051H0N338877,2022-05-15 20:00,21.5,88,0,36.6,128.2,0
A79051H0N338877,2022-05-15 21:00,21.5,88,0,36.6,128.2,0
A79051H0N338877,2022-05-15 22:00,21.5,89,0,36.6,128.2,0
A79051H0N338877,2022-05-15 23:00,21.6,89,0,36.6,128.2,0
A79051H0N338877,2022-05-16 0:00,20.7,92,0,36.6,128.2,0
A79051H0N338877,2022-05-16 1:00,20.7,93,0,36.6,128.2,0
A79051H0N338877,2022-05-16 2:00,21.2,91,0,36.6,128.2,0
A79051H0N338877,2022-05-16 3:00,20.6,97,0,36.6,128.2,0
A79051H0N338877,2022-05-16 4:00,20.8,94,0,36.6,128.2,0
A79051H0N338877,2022-05-16 5:00,20.8,94,0,36.6,128.2,0
A79051H0N338877,2022-05-16 6:00,20.7,95,0,36.6,128.2,0
A79051H0N338877,2022-05-16 7:00,20.9,96,0,36.6,128.2,0
A79051H0N338877,2022-05-16 8:00,21.4,93,0,36.6,128.2,0
A79051H0N338877,2022-05-16 9:00,22.1,90,0,36.6,128.2,0
A79051H0N338877,2022-05-16 10:00,23.5,81,0,36.6,128.2,0
A79051H0N338877,2022-05-16 11:00,23.3,81,0,36.6,128.2,0
A79051H0N338877,2022-05-16 12:00,23.6,81,0,36.6,128.2,0
A79051H0N338877,2022-05-16 13:00,22.7,91,0,36.6,128.2,0
A79051H0N338877,2022-05-16 14:00,23.1,86,0,36.6,128.2,0
A79051H0N338877,2022-05-16 15:00,22.7,90,0,36.6,128.2,0
A79051H0N338877,2022-05-16 16:00,22.6,90,0,36.6,128.2,0
A79051H0N338877,2022-05-16 17:00,22.4,90,0,36.6,128.2,0
A79051H0N338877,2022-05-16 18:00,22.6,87,0,36.6,128.2,0
A79051H0N338877,2022-05-16 19:00,22,90,0,36.6,128.2,0
A79051H0N338877,2022-05-16 20:00,21.9,91,0,36.6,128.2,0
A79051H0N338877,2022-05-16 21:00,21.8,91,0,36.6,128.2,0
A79051H0N338877,2022-05-16 22:00,21.9,91,0,36.6,128.2,0
A79051H0N338877,2022-05-16 23:00,21.2,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 0:00,20,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 1:00,19.4,92,0,36.6,128.2,0
A79051H0N338877,2022-05-17 2:00,19.1,92,0,36.6,128.2,0
A79051H0N338877,2022-05-17 3:00,17.5,92,0,36.6,128.2,0
A79051H0N338877,2022-05-17 4:00,16.2,96,0,36.6,128.2,0
A79051H0N338877,2022-05-17 5:00,15.6,95,0,36.6,128.2,0
A79051H0N338877,2022-05-17 6:00,15.3,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 7:00,15.2,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 8:00,15.1,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 9:00,15.6,95,0,36.6,128.2,0
A79051H0N338877,2022-05-17 10:00,15.6,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 11:00,16,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 12:00,16.5,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 13:00,17.2,92,0,36.6,128.2,0
A79051H0N338877,2022-05-17 14:00,17.1,91,0,36.6,128.2,0
A79051H0N338877,2022-05-17 15:00,17,95,0,36.6,128.2,0
A79051H0N338877,2022-05-17 16:00,17.1,92,0,36.6,128.2,0
A79051H0N338877,2022-05-17 17:00,17.1,92,0,36.6,128.2,0
A79051H0N338877,2022-05-17 18:00,16.7,94,0,36.6,128.2,0
A79051H0N338877,2022-05-17 19:00,16.5,95,0,36.6,128.2,0
A79051H0N338877,2022-05-17 20:00,16.6,96,0,36.6,128.2,0
A79051H0N338877,2022-05-17 21:00,16.6,96,0,36.6,128.2,0
A79051H0N338877,2022-05-17 22:00,16.5,95,0,36.6,128.2,0
A79051H0N338877,2022-05-17 23:00,16.2,94,0,36.6,128.2,0
A79051H0N338877,2022-05-18 0:00,15.8,96,0,36.6,128.2,0
A79051H0N338877,2022-05-18 1:00,15.7,95,0,36.6,128.2,0
A79051H0N338877,2022-05-18 2:00,15.6,96,0,36.6,128.2,0
A79051H0N338877,2022-05-18 3:00,15.2,94,0,36.6,128.2,0
A79051H0N338877,2022-05-18 4:00,15,95,0,36.6,128.2,0
A79051H0N338877,2022-05-18 5:00,15.1,94,0,36.6,128.2,0
A79051H0N338877,2022-05-18 6:00,15.2,95,0,36.6,128.2,0
A79051H0N338877,2022-05-18 7:00,15.8,93,0,36.6,128.2,0
A79051H0N338877,2022-05-18 8:00,16.5,88,0,36.6,128.2,0
A79051H0N338877,2022-05-18 9:00,17.1,84,0,36.6,128.2,0
A79051H0N338877,2022-05-18 10:00,17.9,75,0,36.6,128.2,0
A79051H0N338877,2022-05-18 11:00,19.1,73,0,36.6,128.2,0
A79051H0N338877,2022-05-18 12:00,18.7,73,0,36.6,128.2,0
A79051H0N338877,2022-05-18 13:00,19.4,68,0,36.6,128.2,0
A79051H0N338877,2022-05-18 14:00,20.4,70,0,36.6,128.2,0
A79051H0N338877,2022-05-18 15:00,22.5,59,0,36.6,128.2,0
A79051H0N338877,2022-05-18 16:00,22.7,57,0,36.6,128.2,0
A79051H0N338877,2022-05-18 17:00,23.4,52,0,36.6,128.2,0
A79051H0N338877,2022-05-18 18:00,23.1,54,0,36.6,128.2,0
A79051H0N338877,2022-05-18 19:00,19.3,72,0,36.6,128.2,0
A79051H0N338877,2022-05-18 20:00,17.8,80,0,36.6,128.2,0
A79051H0N338877,2022-05-18 21:00,16.5,85,0,36.6,128.2,0
A79051H0N338877,2022-05-18 22:00,15.9,88,0,36.6,128.2,0
A79051H0N338877,2022-05-18 23:00,15.2,91,0,36.6,128.2,0
A79051H0N338877,2022-05-19 0:00,14.8,92,0,36.6,128.2,0
A79051H0N338877,2022-05-19 1:00,14.5,92,0,36.6,128.2,0
A79051H0N338877,2022-05-19 2:00,14.2,94,0,36.6,128.2,0
A79051H0N338877,2022-05-19 3:00,14,93,0,36.6,128.2,0
A79051H0N338877,2022-05-19 4:00,13.7,94,0,36.6,128.2,0
A79051H0N338877,2022-05-19 5:00,13.4,95,0,36.6,128.2,0
A79051H0N338877,2022-05-19 6:00,13.2,95,0,36.6,128.2,0
A79051H0N338877,2022-05-19 7:00,15.3,89,0,36.6,128.2,0
A79051H0N338877,2022-05-19 8:00,16.3,86,0,36.6,128.2,0
A79051H0N338877,2022-05-19 9:00,21.6,59,0,36.6,128.2,0
A79051H0N338877,2022-05-19 10:00,22.8,50,0,36.6,128.2,0
A79051H0N338877,2022-05-19 11:00,24.5,43,0,36.6,128.2,0
A79051H0N338877,2022-05-19 12:00,26,35,0,36.6,128.2,0
A79051H0N338877,2022-05-19 13:00,26.2,32,0,36.6,128.2,0
A79051H0N338877,2022-05-19 14:00,27.3,29,0,36.6,128.2,0
A79051H0N338877,2022-05-19 15:00,27.7,27,0,36.6,128.2,0
A79051H0N338877,2022-05-19 16:00,28.2,27,0,36.6,128.2,0
A79051H0N338877,2022-05-19 17:00,27.5,27,0,36.6,128.2,0
A79051H0N338877,2022-05-19 18:00,25.8,39,0,36.6,128.2,0
A79051H0N338877,2022-05-19 19:00,23.1,51,0,36.6,128.2,0
A79051H0N338877,2022-05-19 20:00,21.3,58,0,36.6,128.2,0
A79051H0N338877,2022-05-19 21:00,20.5,62,0,36.6,128.2,0
A79051H0N338877,2022-05-19 22:00,19.9,62,0,36.6,128.2,0
A79051H0N338877,2022-05-19 23:00,18.5,71,0,36.6,128.2,0
A79051H0N338877,2022-05-20 0:00,18,73,0,36.6,128.2,0
A79051H0N338877,2022-05-20 1:00,17.4,77,0,36.6,128.2,0
A79051H0N338877,2022-05-20 2:00,17.3,77,0,36.6,128.2,0
A79051H0N338877,2022-05-20 3:00,16.6,82,0,36.6,128.2,0
A79051H0N338877,2022-05-20 4:00,16.3,83,0,36.6,128.2,0
A79051H0N338877,2022-05-20 5:00,16.2,84,0,36.6,128.2,0
A79051H0N338877,2022-05-20 6:00,16.3,85,0,36.6,128.2,0
A79051H0N338877,2022-05-20 7:00,16.9,83,0,36.6,128.2,0
A79051H0N338877,2022-05-20 8:00,17.7,82,0,36.6,128.2,0
A79051H0N338877,2022-05-20 9:00,17.8,82,0,36.6,128.2,0
A79051H0N338877,2022-05-20 10:00,17.1,90,0,36.6,128.2,0
A79051H0N338877,2022-05-20 11:00,15.9,89,0,36.6,128.2,0
A79051H0N338877,2022-05-20 12:00,15.5,93,0,36.6,128.2,0
A79051H0N338877,2022-05-20 13:00,15.5,91,0,36.6,128.2,0
A79051H0N338877,2022-05-20 14:00,15.6,93,0,36.6,128.2,0
A79051H0N338877,2022-05-20 15:00,16.2,94,0,36.6,128.2,0
A79051H0N338877,2022-05-20 16:00,15.7,93,0,36.6,128.2,0
A79051H0N338877,2022-05-20 17:00,15.6,94,0,36.6,128.2,0
A79051H0N338877,2022-05-20 18:00,15.6,95,0,36.6,128.2,0
A79051H0N338877,2022-05-20 19:00,15.6,95,0,36.6,128.2,0
A79051H0N338877,2022-05-20 20:00,15.6,95,0,36.6,128.2,0
A79051H0N338877,2022-05-20 21:00,15.6,96,0,36.6,128.2,0
A79051H0N338877,2022-05-20 22:00,15.5,96,0,36.6,128.2,0
A79051H0N338877,2022-05-20 23:00,15.5,96,0,36.6,128.2,0
A79051H0N338877,2022-05-21 0:00,15.4,94,0,36.6,128.2,0
A79051H0N338877,2022-05-21 1:00,15.4,95,0,36.6,128.2,0
A79051H0N338877,2022-05-21 2:00,15.6,96,0,36.6,128.2,0
A79051H0N338877,2022-05-21 3:00,15.7,94,0,36.6,128.2,0
A79051H0N338877,2022-05-21 4:00,15.3,95,0,36.6,128.2,0
A79051H0N338877,2022-05-21 5:00,15.1,93,0,36.6,128.2,0
A79051H0N338877,2022-05-21 6:00,15.1,90,0,36.6,128.2,0
A79051H0N338877,2022-05-21 7:00,15.6,92,0,36.6,128.2,0
A79051H0N338877,2022-05-21 8:00,17.9,76,0,36.6,128.2,0
A79051H0N338877,2022-05-21 9:00,17.6,73,0,36.6,128.2,0
A79051H0N338877,2022-05-21 10:00,17.9,70,0,36.6,128.2,0
A79051H0N338877,2022-05-21 11:00,18.6,67,0,36.6,128.2,0
A79051H0N338877,2022-05-21 12:00,17.7,69,0,36.6,128.2,0
A79051H0N338877,2022-05-21 13:00,18.3,69,0,36.6,128.2,0
A79051H0N338877,2022-05-21 14:00,18.3,67,0,36.6,128.2,0
A79051H0N338877,2022-05-21 15:00,18.2,66,0,36.6,128.2,0
A79051H0N338877,2022-05-21 16:00,17.8,67,0,36.6,128.2,0
A79051H0N338877,2022-05-21 17:00,17.7,69,0,36.6,128.2,0
A79051H0N338877,2022-05-21 18:00,17.1,70,0,36.6,128.2,0
A79051H0N338877,2022-05-21 19:00,16.5,74,0,36.6,128.2,0
A79051H0N338877,2022-05-21 20:00,16.7,72,0,36.6,128.2,0
A79051H0N338877,2022-05-21 21:00,16.6,74,0,36.6,128.2,0
A79051H0N338877,2022-05-21 22:00,16.2,76,0,36.6,128.2,0
A79051H0N338877,2022-05-21 23:00,15.8,78,0,36.6,128.2,0
A79051H0N338877,2022-05-22 0:00,15.3,81,0,36.6,128.2,0
A79051H0N338877,2022-05-22 1:00,14.9,83,0,36.6,128.2,0
A79051H0N338877,2022-05-22 2:00,14.3,83,0,36.6,128.2,0
A79051H0N338877,2022-05-22 3:00,14.6,82,0,36.6,128.2,0
A79051H0N338877,2022-05-22 4:00,13.2,88,0,36.6,128.2,0
A79051H0N338877,2022-05-22 5:00,14.1,86,0,36.6,128.2,0
A79051H0N338877,2022-05-22 6:00,15,81,0,36.6,128.2,0
A79051H0N338877,2022-05-22 7:00,16.8,77,0,36.6,128.2,0
A79051H0N338877,2022-05-22 8:00,17.8,69,0,36.6,128.2,0
A79051H0N338877,2022-05-22 9:00,19,63,0,36.6,128.2,0
A79051H0N338877,2022-05-22 10:00,20.3,59,0,36.6,128.2,0
A79051H0N338877,2022-05-22 11:00,22.3,51,0,36.6,128.2,0
A79051H0N338877,2022-05-22 12:00,23.3,47,0,36.6,128.2,0
A79051H0N338877,2022-05-22 13:00,25,50,0,36.6,128.2,0
A79051H0N338877,2022-05-22 14:00,25.5,46,0,36.6,128.2,0
A79051H0N338877,2022-05-22 15:00,26.3,45,0,36.6,128.2,0
A79051H0N338877,2022-05-22 16:00,26.3,46,0,36.6,128.2,0
A79051H0N338877,2022-05-22 17:00,25.7,48,0,36.6,128.2,0
A79051H0N338877,2022-05-22 18:00,24.6,49,0,36.6,128.2,0
A79051H0N338877,2022-05-22 19:00,23.3,54,0,36.6,128.2,0
A79051H0N338877,2022-05-22 20:00,21.6,59,0,36.6,128.2,0
A79051H0N338877,2022-05-22 21:00,20.8,63,0,36.6,128.2,0
A79051H0N338877,2022-05-22 22:00,19.2,70,0,36.6,128.2,0
A79051H0N338877,2022-05-22 23:00,18.5,71,0,36.6,128.2,0
A79051H0N338877,2022-05-23 0:00,18.6,67,0,36.6,128.2,0
A79051H0N338877,2022-05-23 1:00,17.5,70,0,36.6,128.2,0
A79051H0N338877,2022-05-23 2:00,16.4,74,0,36.6,128.2,0
A79051H0N338877,2022-05-23 3:00,16.3,71,0,36.6,128.2,0
A79051H0N338877,2022-05-23 4:00,15,78,0,36.6,128.2,0
A79051H0N338877,2022-05-23 5:00,15.2,78,0,36.6,128.2,0
A79051H0N338877,2022-05-23 6:00,14.9,83,0,36.6,128.2,0
A79051H0N338877,2022-05-23 7:00,17.7,74,0,36.6,128.2,0
A79051H0N338877,2022-05-23 8:00,18.6,67,0,36.6,128.2,0
A79051H0N338877,2022-05-23 9:00,21.8,57,0,36.6,128.2,0
A79051H0N338877,2022-05-23 10:00,23.8,51,0,36.6,128.2,0
A79051H0N338877,2022-05-23 11:00,25.6,47,0,36.6,128.2,0
A79051H0N338877,2022-05-23 12:00,26.2,46,0,36.6,128.2,0
A79051H0N338877,2022-05-23 13:00,26.9,41,0,36.6,128.2,0
A79051H0N338877,2022-05-23 14:00,28.8,35,0,36.6,128.2,0
A79051H0N338877,2022-05-23 15:00,28.5,37,0,36.6,128.2,0
A79051H0N338877,2022-05-23 16:00,28.6,40,0,36.6,128.2,0
A79051H0N338877,2022-05-23 17:00,27.3,41,0,36.6,128.2,0
A79051H0N338877,2022-05-23 18:00,25.5,47,0,36.6,128.2,0
A79051H0N338877,2022-05-23 19:00,23.8,55,0,36.6,128.2,0
A79051H0N338877,2022-05-23 20:00,23.2,56,0,36.6,128.2,0
A79051H0N338877,2022-05-23 21:00,22.2,63,0,36.6,128.2,0
A79051H0N338877,2022-05-23 22:00,22,64,0,36.6,128.2,0
A79051H0N338877,2022-05-23 23:00,21.8,63,0,36.6,128.2,0
A79051H0N338877,2022-05-24 0:00,21.1,67,0,36.6,128.2,0
A79051H0N338877,2022-05-24 1:00,20.4,71,0,36.6,128.2,0
A79051H0N338877,2022-05-24 2:00,19.9,75,0,36.6,128.2,0
A79051H0N338877,2022-05-24 3:00,19.7,74,0,36.6,128.2,0
A79051H0N338877,2022-05-24 4:00,19.3,76,0,36.6,128.2,0
A79051H0N338877,2022-05-24 5:00,18.8,80,0,36.6,128.2,0
A79051H0N338877,2022-05-24 6:00,18.2,84,0,36.6,128.2,0
A79051H0N338877,2022-05-24 7:00,18.7,81,0,36.6,128.2,0
A79051H0N338877,2022-05-24 8:00,19.6,72,0,36.6,128.2,0
A79051H0N338877,2022-05-24 9:00,20.7,66,0,36.6,128.2,0
A79051H0N338877,2022-05-24 10:00,22.1,57,0,36.6,128.2,0
A79051H0N338877,2022-05-24 11:00,23.9,51,0,36.6,128.2,0
A79051H0N338877,2022-05-24 12:00,25.5,42,0,36.6,128.2,0
A79051H0N338877,2022-05-24 13:00,26.9,39,0,36.6,128.2,0
A79051H0N338877,2022-05-24 14:00,23.2,52,0,36.6,128.2,0
A79051H0N338877,2022-05-24 15:00,24.6,46,0,36.6,128.2,0
A79051H0N338877,2022-05-24 16:00,26.1,38,0,36.6,128.2,0
A79051H0N338877,2022-05-24 17:00,24.1,33,0,36.6,128.2,0
A79051H0N338877,2022-05-24 18:00,24.3,30,0,36.6,128.2,0
A79051H0N338877,2022-05-24 19:00,22.3,34,0,36.6,128.2,0
A79051H0N338877,2022-05-24 20:00,20,41,0,36.6,128.2,0
A79051H0N338877,2022-05-24 21:00,18.1,47,0,36.6,128.2,0
A79051H0N338877,2022-05-24 22:00,16.9,47,0,36.6,128.2,0
A79051H0N338877,2022-05-24 23:00,16.3,50,0,36.6,128.2,0
A79051H0N338877,2022-05-25 0:00,15.7,54,0,36.6,128.2,0
A79051H0N338877,2022-05-25 1:00,15.1,55,0,36.6,128.2,0
A79051H0N338877,2022-05-25 2:00,14.2,62,0,36.6,128.2,0
A79051H0N338877,2022-05-25 3:00,12.9,67,0,36.6,128.2,0
A79051H0N338877,2022-05-25 4:00,12.5,70,0,36.6,128.2,0
A79051H0N338877,2022-05-25 5:00,11.9,72,0,36.6,128.2,0
A79051H0N338877,2022-05-25 6:00,12.7,70,0,36.6,128.2,0
A79051H0N338877,2022-05-25 7:00,14.1,66,0,36.6,128.2,0
A79051H0N338877,2022-05-25 8:00,13.3,73,0,36.6,128.2,0
A79051H0N338877,2022-05-25 9:00,14.5,71,0,36.6,128.2,0
A79051H0N338877,2022-05-25 10:00,14.3,78,0,36.6,128.2,0
A79051H0N338877,2022-05-25 11:00,17,65,0,36.6,128.2,0
A79051H0N338877,2022-05-25 12:00,21.6,51,0,36.6,128.2,0
A79051H0N338877,2022-05-25 13:00,21.5,45,0,36.6,128.2,0
A79051H0N338877,2022-05-25 14:00,21.6,40,0,36.6,128.2,0
A79051H0N338877,2022-05-25 15:00,22.6,30,0,36.6,128.2,0
A79051H0N338877,2022-05-25 16:00,22.5,26,0,36.6,128.2,0
A79051H0N338877,2022-05-25 17:00,21.8,25,0,36.6,128.2,0
A79051H0N338877,2022-05-25 18:00,21,25,0,36.6,128.2,0
A79051H0N338877,2022-05-25 19:00,19.2,26,0,36.6,128.2,0
A79051H0N338877,2022-05-25 20:00,17.6,32,0,36.6,128.2,0
A79051H0N338877,2022-05-25 21:00,16,40,0,36.6,128.2,0
A79051H0N338877,2022-05-25 22:00,13.7,53,0,36.6,128.2,0
A79051H0N338877,2022-05-25 23:00,12.8,59,0,36.6,128.2,0
A79051H0N338877,2022-05-26 0:00,11.6,66,0,36.6,128.2,0
A79051H0N338877,2022-05-26 1:00,11.4,69,0,36.6,128.2,0
A79051H0N338877,2022-05-26 2:00,11,71,0,36.6,128.2,0
A79051H0N338877,2022-05-26 3:00,10.8,72,0,36.6,128.2,0
A79051H0N338877,2022-05-26 4:00,10.7,71,0,36.6,128.2,0
A79051H0N338877,2022-05-26 5:00,10.2,76,0,36.6,128.2,0
A79051H0N338877,2022-05-26 6:00,10.5,76,0,36.6,128.2,0
A79051H0N338877,2022-05-26 7:00,11.3,74,0,36.6,128.2,0
A79051H0N338877,2022-05-26 8:00,12.9,69,0,36.6,128.2,0
A79051H0N338877,2022-05-26 9:00,14.7,64,0,36.6,128.2,0
A79051H0N338877,2022-05-26 10:00,15.5,52,0,36.6,128.2,0
A79051H0N338877,2022-05-26 11:00,18,44,0,36.6,128.2,0
A79051H0N338877,2022-05-26 12:00,19.8,39,0,36.6,128.2,0
A79051H0N338877,2022-05-26 13:00,22,37,0,36.6,128.2,0
A79051H0N338877,2022-05-26 14:00,21.9,36,0,36.6,128.2,0
A79051H0N338877,2022-05-26 15:00,22.3,38,0,36.6,128.2,0
A79051H0N338877,2022-05-26 16:00,22.1,39,0,36.6,128.2,0
A79051H0N338877,2022-05-26 17:00,22.1,37,0,36.6,128.2,0
A79051H0N338877,2022-05-26 18:00,21.9,38,0,36.6,128.2,0
A79051H0N338877,2022-05-26 19:00,21.4,36,0,36.6,128.2,0
A79051H0N338877,2022-05-26 20:00,20.8,32,0,36.6,128.2,0
A79051H0N338877,2022-05-26 21:00,20,35,0,36.6,128.2,0
A79051H0N338877,2022-05-26 22:00,19.7,38,0,36.6,128.2,0
A79051H0N338877,2022-05-26 23:00,18.5,46,0,36.6,128.2,0
A79051H0N338877,2022-05-27 0:00,18,56,0,36.6,128.2,0
A79051H0N338877,2022-05-27 1:00,17.6,64,0,36.6,128.2,0
A79051H0N338877,2022-05-27 2:00,17.4,64,0,36.6,128.2,0
A79051H0N338877,2022-05-27 3:00,17.1,64,0,36.6,128.2,0
A79051H0N338877,2022-05-27 4:00,16.3,67,0,36.6,128.2,0
A79051H0N338877,2022-05-27 5:00,15.9,69,0,36.6,128.2,0
A79051H0N338877,2022-05-27 6:00,15.8,71,0,36.6,128.2,0
A79051H0N338877,2022-05-27 7:00,15.9,72,0,36.6,128.2,0
A79051H0N338877,2022-05-27 8:00,16.2,73,0,36.6,128.2,0
A79051H0N338877,2022-05-27 9:00,16.6,71,0,36.6,128.2,0
A79051H0N338877,2022-05-27 10:00,16.6,78,0,36.6,128.2,0
A79051H0N338877,2022-05-27 11:00,16.7,78,0,36.6,128.2,0
A79051H0N338877,2022-05-27 12:00,17.8,75,0,36.6,128.2,0
A79051H0N338877,2022-05-27 13:00,19.5,68,0,36.6,128.2,0
A79051H0N338877,2022-05-27 14:00,21,64,0,36.6,128.2,0
A79051H0N338877,2022-05-27 15:00,23.6,46,0,36.6,128.2,0
A79051H0N338877,2022-05-27 16:00,23.2,45,0,36.6,128.2,0
A79051H0N338877,2022-05-27 17:00,22.9,45,0,36.6,128.2,0
A79051H0N338877,2022-05-27 18:00,22,42,0,36.6,128.2,0
A79051H0N338877,2022-05-27 19:00,20.5,43,0,36.6,128.2,0
A79051H0N338877,2022-05-27 20:00,18.2,53,0,36.6,128.2,0
A79051H0N338877,2022-05-27 21:00,15.9,63,0,36.6,128.2,0
A79051H0N338877,2022-05-27 22:00,14.9,66,0,36.6,128.2,0
A79051H0N338877,2022-05-27 23:00,13.7,70,0,36.6,128.2,0
A79051H0N338877,2022-05-28 0:00,13,73,0,36.6,128.2,0
A79051H0N338877,2022-05-28 1:00,11.8,78,0,36.6,128.2,0
A79051H0N338877,2022-05-28 2:00,10.9,81,0,36.6,128.2,0
A79051H0N338877,2022-05-28 3:00,10.5,81,0,36.6,128.2,0
A79051H0N338877,2022-05-28 4:00,9.9,84,0,36.6,128.2,0
A79051H0N338877,2022-05-28 5:00,9.4,87,0,36.6,128.2,0
A79051H0N338877,2022-05-28 6:00,10.2,87,0,36.6,128.2,0
A79051H0N338877,2022-05-28 7:00,12.3,78,0,36.6,128.2,0
A79051H0N338877,2022-05-28 8:00,14.8,72,0,36.6,128.2,0
A79051H0N338877,2022-05-28 9:00,19.3,56,0,36.6,128.2,0
